commodity,mean_price,std_price,coefficient_of_variation
wheat,113.69734341252703,175.689410603066,1.5452376047663112
maize,266.10189313984165,149.98762951205228,0.5636473598225432
sorghum,3.278632707774801,1.6941535184313494,0.5167256199250104
livestock_sheep,389.07521227955584,185.12298829966372,0.47580257610101956
livestock_goat,464.69077860528074,219.4626906001343,0.4722768359183453
teff_fao,514.3035488505748,203.34268943158153,0.3953748518477762
pasta,12.41630738522953,4.741550899310376,0.3818809209693807
