commodity,price_year,avg_price
livestock_goat,2007,358.67926368159215
livestock_goat,2008,690.4144491525424
livestock_sheep,2007,303.8680938697318
livestock_sheep,2008,571.7368788501025
maize,2007,186.4257303370786
maize,2008,456.04417410714285
pasta,2007,9.76274975272007
pasta,2008,17.869044715447153
sorghum,2007,2.2779247202441497
sorghum,2008,5.211237721021609
teff_fao,2007,404.0626197757391
teff_fao,2008,777.4333576642339
wheat,2007,91.0664947368421
wheat,2008,162.67070615034166
